HORA_INT,DIA_SEMANA_INT,DIA_MES_INT,MES,ACTIVIDAD,SCA_AREA,DENSIDAD_NOCTURNA,DENSIDAD_BANCARIA,DENSIDAD_TIENDAS,DENSIDAD_PARQUES,ILUMINACION,PERSONAS,SEGURIDAD,SENDERO,TRANSPORTE,GENERO,DELITOS
NOCHE,FIN DE SEMANA,QUINCENA,10,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,FEMENINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,9,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,FEMENINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,QUINCENA,11,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,8,PROPIEDAD PRIVADA,5.05343034469108e-05,2,8,20,8,73.63092227381883,10.03387317559054,2.5084682938976357,73.18825139842512,49.28402412716531,FEMENINO,HURTO A PERSONAS
MAÑANA,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068,MASCULINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068,FEMENINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,11,PROPIEDAD PRIVADA,4.964836776510866e-05,5,2,20,4,170.40505832018852,57.34537982765034,3.3480087025125203,173.23798876077603,114.34737414735068,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,9,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,FEMENINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,QUINCENA,4,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,FEMENINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,QUINCENA,1,PROPIEDAD PRIVADA,2.2006544149804032e-05,3,2,20,1,72.38549632123812,33.29137677672565,1.2275032778010575,70.71162821514577,48.57937214570246,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,10,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,MASCULINO,HURTO A PATRIMONIO
MEDIO DIA,ENTRE SEMANA,NO QUINCENA,5,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,8,PROPIEDAD PRIVADA,7.811019087969998e-05,8,3,20,3,256.92561703851527,118.16465942932744,4.35690923035509,250.98437717894015,172.42798348011354,FEMENINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,8,PROPIEDAD PRIVADA,0.0001891043628445,2,0,9,2,15.526012398753153,0.4948529848208176,0.3711397386156131,2.3505516778988835,2.3505516778988835,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,QUINCENA,8,PROPIEDAD PRIVADA,0.0001891043628445,2,0,9,2,15.526012398753153,0.4948529848208176,0.3711397386156131,2.3505516778988835,2.3505516778988835,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696,MASCULINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,QUINCENA,5,PROPIEDAD PRIVADA,3.9620230203245474e-05,0,1,15,3,57.72859011761668,7.866821899795459,1.9667054749488648,57.38152444556688,38.639978154877696,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,2.481628457831303e-05,20,14,20,20,85.17541686092873,28.663565976372997,1.6734716662852498,86.59143134778549,57.15549383312699,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,2.481628457831303e-05,20,14,20,20,85.17541686092873,28.663565976372997,1.6734716662852498,86.59143134778549,57.15549383312699,FEMENINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,2.481628457831303e-05,20,14,20,20,85.17541686092873,28.663565976372997,1.6734716662852498,86.59143134778549,57.15549383312699,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,QUINCENA,8,PROPIEDAD PRIVADA,6.466286298092876e-06,6,3,20,1,22.193839260833165,7.468757998104058,0.4360502424042788,22.562804850559864,14.892792894423062,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,6.466286298092876e-06,6,3,20,1,22.193839260833165,7.468757998104058,0.4360502424042788,22.562804850559864,14.892792894423062,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,8,PROPIEDAD PRIVADA,0.0003679837032791,0,0,7,0,30.21252103183265,0.9629488775086104,0.7222116581314578,4.5740071681659,4.5740071681659,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,2.171819137367533e-05,6,11,20,6,31.644454398050424,4.312270338812483,1.0780675847031207,31.45420717722046,21.18085725240249,MASCULINO,HURTO A PERSONAS
MEDIO DIA,ENTRE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,1.681852928754586e-05,2,3,20,2,57.72521017535164,19.425914557750577,1.1341477062159768,58.68487361907285,38.73550627383798,FEMENINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,3,PROPIEDAD PRIVADA,8.966692207993783e-05,11,2,20,14,294.9388424720873,135.6476176837195,5.001532272137143,288.11857119190023,197.93942870942752,FEMENINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,11,PROPIEDAD PRIVADA,2.004911095338655e-05,8,4,20,12,65.94696728760934,30.33018279671652,1.1183195891526765,64.42198602967386,44.258344952527125,MASCULINO,HURTO A PERSONAS
MAÑANA,FIN DE SEMANA,NO QUINCENA,10,PROPIEDAD PRIVADA,2.004911095338655e-05,8,4,20,12,65.94696728760934,30.33018279671652,1.1183195891526765,64.42198602967386,44.258344952527125,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,2,PROPIEDAD PRIVADA,2.004911095338655e-05,8,4,20,12,65.94696728760934,30.33018279671652,1.1183195891526765,64.42198602967386,44.258344952527125,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,2.004911095338655e-05,8,4,20,12,65.94696728760934,30.33018279671652,1.1183195891526765,64.42198602967386,44.258344952527125,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,2.004911095338655e-05,8,4,20,12,65.94696728760934,30.33018279671652,1.1183195891526765,64.42198602967386,44.258344952527125,FEMENINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,2.320751856932629e-05,9,2,20,0,79.65374761125844,26.805392143234577,1.5649854694403422,80.97796608540027,53.45027295627015,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,6,PROPIEDAD PRIVADA,6.291663281713938e-05,0,0,2,1,91.67257456226766,12.49245505056954,3.123113762642385,91.1214368394484,61.359999807209206,MASCULINO,HURTO A PERSONAS
MEDIO DIA,ENTRE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,6.291663281713938e-05,0,0,2,1,91.67257456226766,12.49245505056954,3.123113762642385,91.1214368394484,61.359999807209206,MASCULINO,HURTO A PATRIMONIO
TARDE,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,1.6677391482506937e-05,6,0,20,1,57.24079151303777,19.26289608599961,1.124630160709558,58.19240164902278,38.410445488849525,FEMENINO,HURTO A PERSONAS
TARDE,FIN DE SEMANA,NO QUINCENA,12,PROPIEDAD PRIVADA,1.6677391482506937e-05,6,0,20,1,57.24079151303777,19.26289608599961,1.124630160709558,58.19240164902278,38.410445488849525,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,PROPIEDAD PRIVADA,1.3459933295048123e-05,4,0,20,1,46.19770641766038,15.546633696220216,0.907662745737408,46.96572874097664,31.000173777493007,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,PROPIEDAD PRIVADA,1.3459933295048123e-05,4,0,20,1,46.19770641766038,15.546633696220216,0.907662745737408,46.96572874097664,31.000173777493007,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,1,PROPIEDAD PRIVADA,1.3459933295048123e-05,4,0,20,1,46.19770641766038,15.546633696220216,0.907662745737408,46.96572874097664,31.000173777493007,MASCULINO,HURTO A PERSONAS
MAÑANA,FIN DE SEMANA,QUINCENA,7,PROPIEDAD PRIVADA,0.0001057723210283,6,2,20,3,253.60239735028583,71.60538278125718,7.558345960243811,253.60239735028583,180.40578384055627,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,12,LOCAL COMERCIAL,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,1,LOCAL COMERCIAL,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916,MASCULINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,QUINCENA,3,LOCAL COMERCIAL,8.308361213081562e-05,4,1,20,5,322.4096331893993,48.719677904175896,15.404015807937968,330.6489904820173,201.3269042804916,MASCULINO,HURTO A PATRIMONIO
TARDE,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,4.201207974527437e-05,9,7,20,8,138.18913243023673,63.5556390159619,2.343392276566193,134.99359750764646,92.74152464228632,MASCULINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,9,LOCAL COMERCIAL,3.7578425821210464e-05,13,4,20,2,81.79490310252274,11.158635429687788,3.473914803582047,74.21545262198009,33.37063614350027,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,3.568526685170126e-05,4,9,20,1,117.37852771577606,53.984471893946335,1.990488907821485,114.66422465965584,78.77510647317756,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,QUINCENA,11,LOCAL COMERCIAL,5.69052145933776e-05,20,20,20,10,136.43738458517802,38.52349682405027,4.066369109205306,136.43738458517802,97.05781005392664,MASCULINO,HURTO A PERSONAS
MEDIO DIA,ENTRE SEMANA,NO QUINCENA,11,LOCAL COMERCIAL,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,LOCAL COMERCIAL,4.641301072553492e-05,9,4,20,5,159.30054008862146,53.60844371748068,3.1298342888948296,161.948861409994,106.8958787899465,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,12,LOCAL COMERCIAL,3.8606751737686825e-05,0,0,20,0,92.56452632782562,26.13586625726841,2.7587858827116656,92.56452632782562,65.84786304261792,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,10,LOCAL COMERCIAL,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,10,LOCAL COMERCIAL,2.8109721967237307e-05,13,10,20,19,96.47928072587412,32.46758666241003,1.895562694362262,98.0832183903345,64.7407566382188,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,8,LOCAL COMERCIAL,4.441699584419534e-05,20,8,20,8,127.51233523818254,22.48945652589765,2.2345293343039336,131.47682276678628,89.4532549635865,MASCULINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,8,LOCAL COMERCIAL,4.441699584419534e-05,20,8,20,8,127.51233523818254,22.48945652589765,2.2345293343039336,131.47682276678628,89.4532549635865,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,2.667819256719293e-05,5,10,20,2,103.5259067239641,15.643914793843464,4.946237765700507,106.17156878468764,64.64617730985314,FEMENINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,2.667819256719293e-05,5,10,20,2,103.5259067239641,15.643914793843464,4.946237765700507,106.17156878468764,64.64617730985314,FEMENINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,6.260707951659522e-05,20,20,20,19,194.74602030561792,55.51503128930639,6.562479737074557,202.0179573115654,131.95905201036405,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,6.260707951659522e-05,20,20,20,19,194.74602030561792,55.51503128930639,6.562479737074557,202.0179573115654,131.95905201036405,FEMENINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,FEMENINO,HURTO A PATRIMONIO
MAÑANA,FIN DE SEMANA,NO QUINCENA,10,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PERSONAS
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,6,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PERSONAS
MAÑANA,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,3,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,3,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,1,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,FEMENINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,1,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,8,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,6.917657761834217e-05,6,5,20,11,144.1999110323461,43.82123044845248,8.418857081229788,146.35859233522555,95.8454498478468,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,1.996271829528768e-05,15,7,20,20,65.66279838801162,30.19948846725098,1.1135006920885837,64.14438835334538,44.06763345053607,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,4.7854129303114615e-05,13,20,20,10,185.7000662287383,28.061343341231566,8.872336497595274,190.4457345879172,115.95937468950105,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,QUINCENA,7,LOCAL COMERCIAL,4.7854129303114615e-05,13,20,20,10,185.7000662287383,28.061343341231566,8.872336497595274,190.4457345879172,115.95937468950105,MASCULINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,QUINCENA,7,LOCAL COMERCIAL,4.7854129303114615e-05,13,20,20,10,185.7000662287383,28.061343341231566,8.872336497595274,190.4457345879172,115.95937468950105,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,QUINCENA,10,LOCAL COMERCIAL,1.44568216928638e-05,6,7,20,7,49.619265538640825,16.69807021653001,0.9748873330010036,50.44417020502629,33.29615198864966,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,7,LOCAL COMERCIAL,1.44568216928638e-05,6,7,20,7,49.619265538640825,16.69807021653001,0.9748873330010036,50.44417020502629,33.29615198864966,MASCULINO,HURTO A PATRIMONIO
TARDE,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,4.686358361519842e-05,4,7,20,8,112.36131567968071,31.72554795661573,3.3488078398649943,112.36131567968071,79.9307555462513,MASCULINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,4,LOCAL COMERCIAL,4.686358361519842e-05,4,7,20,8,112.36131567968071,31.72554795661573,3.3488078398649943,112.36131567968071,79.9307555462513,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,4.686358361519842e-05,4,7,20,8,112.36131567968071,31.72554795661573,3.3488078398649943,112.36131567968071,79.9307555462513,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,4.686358361519842e-05,4,7,20,8,112.36131567968071,31.72554795661573,3.3488078398649943,112.36131567968071,79.9307555462513,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,1.3054522460965744e-05,2,0,20,1,44.80623958933909,15.078371811424944,0.8803241027628335,45.55112921475379,30.066453971284467,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,LOCAL COMERCIAL,1.3054522460965744e-05,2,0,20,1,44.80623958933909,15.078371811424944,0.8803241027628335,45.55112921475379,30.066453971284467,FEMENINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,7,LOCAL COMERCIAL,1.3054522460965744e-05,2,0,20,1,44.80623958933909,15.078371811424944,0.8803241027628335,45.55112921475379,30.066453971284467,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,8.654024211965014e-05,5,12,20,17,335.82323881137086,50.74662275371827,16.044888076543277,344.40538824766145,209.7029557911005,MASCULINO,HURTO A PERSONAS
MAÑANA,ENTRE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,8.654024211965014e-05,5,12,20,17,335.82323881137086,50.74662275371827,16.044888076543277,344.40538824766145,209.7029557911005,MASCULINO,HURTO A PATRIMONIO
NOCHE,FIN DE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,8.654024211965014e-05,5,12,20,17,335.82323881137086,50.74662275371827,16.044888076543277,344.40538824766145,209.7029557911005,MASCULINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,2,LOCAL COMERCIAL,8.654024211965014e-05,5,12,20,17,335.82323881137086,50.74662275371827,16.044888076543277,344.40538824766145,209.7029557911005,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,3,LOCAL COMERCIAL,2.2902339135188565e-05,6,5,20,3,75.33200914841063,34.64653041512205,1.2774698365352266,73.5900048258626,50.556836561060784,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,3,LOCAL COMERCIAL,4.542812217747866e-05,9,3,20,3,141.30903521344254,40.28208380856786,4.76177987513422,146.5856021021048,95.75038451621243,MASCULINO,HURTO A PATRIMONIO
NOCHE,ENTRE SEMANA,NO QUINCENA,1,LOCAL COMERCIAL,4.542812217747866e-05,9,3,20,3,141.30903521344254,40.28208380856786,4.76177987513422,146.5856021021048,95.75038451621243,MASCULINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173,MASCULINO,HURTO A PERSONAS
NOCHE,FIN DE SEMANA,NO QUINCENA,5,LOCAL COMERCIAL,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173,MASCULINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,QUINCENA,5,LOCAL COMERCIAL,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173,MASCULINO,HURTO A PATRIMONIO
MEDIO DIA,FIN DE SEMANA,QUINCENA,2,LOCAL COMERCIAL,2.6592446724878503e-05,10,6,20,7,76.34161016833728,13.464433223584642,1.3378122754202688,78.71514807634098,53.55564625150173,MASCULINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,NO QUINCENA,6,LOCAL COMERCIAL,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105,FEMENINO,HURTO A PERSONAS
MEDIO DIA,FIN DE SEMANA,NO QUINCENA,1,LOCAL COMERCIAL,5.055514906418844e-05,15,9,20,6,145.13374875918225,25.59735987160252,2.543327423139994,149.64610386475317,101.81513974570105,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,11,LOCAL COMERCIAL,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871,FEMENINO,HURTO A PERSONAS
NOCHE,ENTRE SEMANA,NO QUINCENA,11,LOCAL COMERCIAL,3.544721260012691e-05,18,19,20,7,84.98913522345131,23.996932298386252,2.533009520385216,84.98913522345131,60.45893776287871,FEMENINO,HURTO A PATRIMONIO
MAÑANA,ENTRE SEMANA,QUINCENA,7,LOCAL COMERCIAL,4.264694316865791e-05,1,5,20,6,165.49335002439517,25.00788400368638,7.906904501165546,169.7226245250186,103.34140301523342,FEMENINO,HURTO A PERSONAS
MEDIO DIA,ENTRE SEMANA,NO QUINCENA,4,LOCAL COMERCIAL,7.953917112722052e-05,10,2,20,12,228.3410946773149,40.27270861465362,4.001455022609815,235.44045036259044,160.18728009867036,FEMENINO,HURTO A PERSONAS
